STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:AYM00088968,BASE ORCADAS AY,19570330,-9999,39,32
GHCND:AYM00088968,BASE ORCADAS AY,19570331,-9999,36,31
GHCND:AYM00088968,BASE ORCADAS AY,19570401,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19570402,-9999,37,33
GHCND:AYM00088968,BASE ORCADAS AY,19570403,-9999,37,18
GHCND:AYM00088968,BASE ORCADAS AY,19570404,-9999,31,17
GHCND:AYM00088968,BASE ORCADAS AY,19570405,-9999,47,31
GHCND:AYM00088968,BASE ORCADAS AY,19570406,-9999,55,40
GHCND:AYM00088968,BASE ORCADAS AY,19570407,-9999,51,35
GHCND:AYM00088968,BASE ORCADAS AY,19570408,-9999,41,31
GHCND:AYM00088968,BASE ORCADAS AY,19570409,-9999,39,25
GHCND:AYM00088968,BASE ORCADAS AY,19570410,-9999,44,32
GHCND:AYM00088968,BASE ORCADAS AY,19570411,-9999,32,15
GHCND:AYM00088968,BASE ORCADAS AY,19570412,-9999,28,15
GHCND:AYM00088968,BASE ORCADAS AY,19570413,-9999,35,28
GHCND:AYM00088968,BASE ORCADAS AY,19570414,-9999,34,23
GHCND:AYM00088968,BASE ORCADAS AY,19570415,-9999,34,24
GHCND:AYM00088968,BASE ORCADAS AY,19570416,-9999,37,32
GHCND:AYM00088968,BASE ORCADAS AY,19570417,-9999,34,25
GHCND:AYM00088968,BASE ORCADAS AY,19570418,-9999,36,25
GHCND:AYM00088968,BASE ORCADAS AY,19570419,-9999,33,29
GHCND:AYM00088968,BASE ORCADAS AY,19570420,-9999,34,30
GHCND:AYM00088968,BASE ORCADAS AY,19570421,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19570422,-9999,33,30
GHCND:AYM00088968,BASE ORCADAS AY,19570423,-9999,33,24
GHCND:AYM00088968,BASE ORCADAS AY,19570424,-9999,34,25
GHCND:AYM00088968,BASE ORCADAS AY,19570425,-9999,31,23
GHCND:AYM00088968,BASE ORCADAS AY,19570426,-9999,36,21
GHCND:AYM00088968,BASE ORCADAS AY,19570427,-9999,31,21
GHCND:AYM00088968,BASE ORCADAS AY,19570428,-9999,38,30
GHCND:AYM00088968,BASE ORCADAS AY,19570429,-9999,36,30
GHCND:AYM00088968,BASE ORCADAS AY,19570430,-9999,35,29
GHCND:AYM00088968,BASE ORCADAS AY,19570501,-9999,32,27
GHCND:AYM00088968,BASE ORCADAS AY,19570502,-9999,33,26
GHCND:AYM00088968,BASE ORCADAS AY,19570503,-9999,38,27
GHCND:AYM00088968,BASE ORCADAS AY,19570504,-9999,41,33
GHCND:AYM00088968,BASE ORCADAS AY,19570505,-9999,37,31
GHCND:AYM00088968,BASE ORCADAS AY,19570506,-9999,40,32
GHCND:AYM00088968,BASE ORCADAS AY,19570507,-9999,34,16
GHCND:AYM00088968,BASE ORCADAS AY,19570508,-9999,23,14
GHCND:AYM00088968,BASE ORCADAS AY,19570509,-9999,31,23
GHCND:AYM00088968,BASE ORCADAS AY,19570510,-9999,36,31
GHCND:AYM00088968,BASE ORCADAS AY,19570511,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19570512,-9999,24,14
GHCND:AYM00088968,BASE ORCADAS AY,19570513,-9999,14,-1
GHCND:AYM00088968,BASE ORCADAS AY,19570514,-9999,29,5
GHCND:AYM00088968,BASE ORCADAS AY,19570515,-9999,14,-2
GHCND:AYM00088968,BASE ORCADAS AY,19570516,-9999,23,1
GHCND:AYM00088968,BASE ORCADAS AY,19570517,-9999,23,9
GHCND:AYM00088968,BASE ORCADAS AY,19570518,-9999,28,12
GHCND:AYM00088968,BASE ORCADAS AY,19570519,-9999,30,24
GHCND:AYM00088968,BASE ORCADAS AY,19570520,-9999,29,27
GHCND:AYM00088968,BASE ORCADAS AY,19570521,-9999,35,26
GHCND:AYM00088968,BASE ORCADAS AY,19570522,-9999,31,20
GHCND:AYM00088968,BASE ORCADAS AY,19570523,-9999,31,25
GHCND:AYM00088968,BASE ORCADAS AY,19570524,-9999,30,25
GHCND:AYM00088968,BASE ORCADAS AY,19570525,-9999,29,25
GHCND:AYM00088968,BASE ORCADAS AY,19570526,-9999,31,29
GHCND:AYM00088968,BASE ORCADAS AY,19570527,-9999,35,27
GHCND:AYM00088968,BASE ORCADAS AY,19570528,-9999,36,30
GHCND:AYM00088968,BASE ORCADAS AY,19570529,-9999,34,30
GHCND:AYM00088968,BASE ORCADAS AY,19570530,-9999,35,32
GHCND:AYM00088968,BASE ORCADAS AY,19570531,-9999,33,24
GHCND:AYM00088968,BASE ORCADAS AY,19570601,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19570602,-9999,23,13
GHCND:AYM00088968,BASE ORCADAS AY,19570603,-9999,32,12
GHCND:AYM00088968,BASE ORCADAS AY,19570604,-9999,13,-2
GHCND:AYM00088968,BASE ORCADAS AY,19570605,-9999,3,-5
GHCND:AYM00088968,BASE ORCADAS AY,19570606,-9999,12,0
GHCND:AYM00088968,BASE ORCADAS AY,19570607,-9999,27,12
GHCND:AYM00088968,BASE ORCADAS AY,19570608,-9999,28,26
GHCND:AYM00088968,BASE ORCADAS AY,19570609,-9999,27,23
GHCND:AYM00088968,BASE ORCADAS AY,19570610,-9999,30,23
